id,display_name,display_name_alternatives,orcid
A5011080760,Tania L. Eskin,Tania L. Eskin; Tania Eskin,
A5011231898,Maria Altebarmakian,Maria Altebarmakian,
A5011832465,Jungpeng Chen,Jungpeng Chen,
A5012483926,Susan F. Waelder,S. Waelder; Susan F. Waelder; Susan Waelder,
A5012719228,Wiyanto Evelyn,Wiyanto Evelyn; Evelyn Wiyanto,
A5013156640,Melodee S. Kornacker,Melodee S. Kornacker; Melodee Siegel Kornacker; M. S. Kornacker,
A5013995844,Laura Ligouri,Laura Ligouri; Laura E. Ligouri,
A5017125843,Katharine R Rowlands,Katharine R. Rowlands; K Rowlands,https://orcid.org/0000-0002-3572-7221
A5017635544,J. D. Jaufmann,J. D. Jaufmann; Judy Jaufmann,
A5018704713,Guglielmo Grimaldi,Guglielmo Grimaldi,https://orcid.org/0000-0001-9639-2587
A5019135818,Qiwei Sun,Qiwei Sun,https://orcid.org/0000-0001-9938-817X
A5019540542,Faith Smith,Faith Smith; F. F. Smith,
A5019656052,J Wang,J Wang; JiXiao WANG,
A5021321937,Malgorzata Hay,M. Hay; Malgorzata Hay,
A5021668582,Harry F. Keshet,Harry Finkelstein Keshet; Harry F. Keshet,
A5022186404,E. C. von Stetten,E. C. von Stetten; Eric C. von Stetten,
A5022240214,Jacob D. Wirth,Jacob Wirth; Jacob D. Wirth,https://orcid.org/0000-0002-6227-9321
A5023227987,Aleksandr Kivenson,Aleksandr Kivenson,
A5023244242,Naiyin Yu,Naiyin Yu; N Gornostyrev Yu.,
A5023336568,Josh Lederman,Josh Lederman,
A5023721164,Alan R. McCleary,Alan Mccleary; A.R. McCleary; Alan R. McCleary; Alan Ross Mccleary,
A5024432054,J. Trubatch,Janett Trubatch; J. Trubatch,
A5024584594,Youwei Qiao,Youwei Qiao; Y.D. Qiao,https://orcid.org/0000-0002-8495-2097
A5024902034,María J. Durán,María J. Durán; María José Cahueñas Durán,https://orcid.org/0009-0008-2663-0701
A5025475205,Linda H. Gillum,L H Gillum; Linda H. Gillum,
A5025710783,Joanna Volpe-Vartanian,Joanna Volpe‐Vartanian; J. Volpe‐Vartanian,
A5025805860,Jane A. Beebe,Jane A. Beebe,
A5026430479,Hilary E. Rogers,Hilary E. Rogers; Hilary Rogers; Hilary Eileen Rogers,
A5027120673,Hanyu Song,Hanyu Song,
A5027152716,T. Phan,Trinh Thi Hoai Phan; Thi Thu Hien PHAN; Phan Thi Thu Hien; T. Phan,https://orcid.org/0000-0002-9562-112X
A5027233647,Tanya Edwards,Tanya Edwards; T. P. Edwards,
A5028574573,Zhigang Xi,Zhigang Xi,
A5030305299,Nathan R. Wong,Nathan Wong; Nathan R. Wong,https://orcid.org/0000-0001-8178-1184
A5030463279,Roser Saurí Colomer,Roser Saurí Colomer; R. Saurí Colomer,
A5030637836,E. Colson,E. Colson,
A5030744203,Kanaya Malakar,Kanaya Malakar,https://orcid.org/0000-0002-3418-4034
A5030774998,Anna G. Sombrio,Anna G. Sombrio; Anna Sombrio,
A5031644675,A. Weiss-Wendt,ANTON WEISS‐WENDT; A. Weiss‐Wendt,
A5031675879,K. C. Chang,Kai Cheh Chang; K. C. Chang,
A5031778823,Galina Zolotusky,Galina Zolotusky; G Zolotusky,
A5032124504,Keridwen N. Luis,Keridwen N. Luis,
A5032735222,D. Mladenov,D. Mladenov,
A5032773991,Christine M. Garfink,C Garfink; Christine M. Garfink,
A5033253641,Dimokritos Stamatakis,Dimokritos Stamatakis,
A5034002459,Alex T. Stern,Alex T. Stern,
A5034217435,Zoe Pringle,Zoe A. Pringle; Zoe Pringle,
A5034290360,Yuejiao Zheng,Yuejiao Zheng,
A5035211637,Yudan Ding,Yuanzhuo Ding; Y Ding; Yudan Ding,
A5035576249,G. Roberts,Geoff Roberts; G. Roberts,
A5035653563,Rebecca A. Schoer,Rebecca Schoer; R. Schoer; Rebecca A. Schoer,
A5036953582,Moses Kim,Moses Kim,
A5037679583,Liora Norwich,Liora S. Norwich; Liora Norwich,
A5038277587,Emma McGuirk,Emma McGuirk; Emma R. McGuirk; E. R. McGuirk,
A5038560446,UJITHA M. DASSANAYAKE,Ujitha M. Dassanayake; Ujitha Dassanayake; U. Dassanayake,
A5040835958,Matthew D. Linton,Matthew D. Linton,
A5041092636,Alex Lưu,Alex Lưu,https://orcid.org/0000-0003-1393-6791
A5041151194,A. Dushkin,A. Dushkin; Andrey Dushkin,
A5042307481,K. Nagai,K. Nagai,
A5043147537,Arnab Datta,Arnab Datta,https://orcid.org/0000-0002-7474-1720
A5044452236,Awo Osei-Anto,Awo Osei‐Anto,
A5044808990,Jeffrey P. Mumm,Jeffrey P. Mumm,
A5045727281,April L. French,April French; April L. French; April Lynn French; April L. French,https://orcid.org/0000-0003-3021-1792
A5046185078,S. Apsell,S. Apsell; S. P. Apsell,
A5046633978,Charmian McIntyre,Charmian McIntyre; Charmian C. McIntyre,
A5047156682,Jason Yoon,J.T.Yoon; Jason Yoon,
A5047208483,R.S. Edayathumangalam,Raji S. Edayathumangalam; R.S. Edayathumangalam; R. Edayathumangalam; Raji Edayathumangalam,
A5047837063,Ashley E. Wilson,Ashley E. Wilson; A.E. Wilson,
A5048067377,Henrietta Hung,Henrietta Hung; Henrietta J. Hung,
A5049183027,Jan Qiu,Jan Qiu,
A5049367264,S. Chen,S. Chen,
A5049421690,M.A. Jarema,M.A. Jarema; M. A. C. Jarema,
A5049543252,Ian Moura,I. Moura; Ian Moura,https://orcid.org/0000-0001-8135-1096
A5050973220,Anne Ehret,Anne Ehret; A Ehret,
A5051040065,Eugene Z. Kim,Eugene Z. Kim,
A5051749050,Magnus E. Bjornsson,M.E. Bjornsson; Magnus E. Bjornsson,
A5051780493,Jui Wei Chien,Jessie Chien; Jui Wei Chien; J. Chien; J. W. Chien,https://orcid.org/0000-0002-8483-5771
A5052052494,Moises Lino e Silva,Moises Lino E Silva,
A5052523041,Charles Ingersoll,C. A. Ingersoll; Charles Ingersoll,
A5053121053,Vivian Solana Moreno,Vivian Solana Moreno,
A5053132301,Ashley E. Brammer,Ashley E. Brammer,
A5053347524,Emily S. Kolker,Emily S. Kolker; Emily Kolker,
A5053417944,M. Tabata-Kelly,M. Tabata‐Kelly,
A5053425392,Kelsey C. Anthony,Kelsey C. Anthony; Kelsey Anthony,
A5053547101,Stephen E. Baldwin,Stephen E. Baldwin,
A5053606905,Jeffrey C. Hall,J C Hall; Jeffrey C. Hall,
A5054483140,Reuven Kaminer,Reuven Kaminer,
A5055222325,J. Burnotte,J. Burnotte,
A5055310458,Hillel I. Sims,Hillel I. Sims,
A5056018968,Michelle Weiner,M Bakur Weiner; Michelle Weiner,
A5056223894,Si-wei JU,S G Ju; Siwei Ju; Shaowen Ju; Si‐wei JU,
A5056557312,Kaylee Stewart,Kaylee Stewart,
A5056576704,Vicki Melchior,Vicki Melchior; V Melchior,
A5059513387,I. Marko,I. Marko; Ingrid Marko,
A5060336380,Lorrie. Comeford,Lorrie. Comeford; Lorrie L. Comeford; L. COMEFORD,
A5061335513,Kazunori Miyamura,K Miyamura; Kazunori Miyamura,
A5061408219,Sara Pollak,Sara A. Pollak; Sara Pollak,
A5061553522,Della M. Hughes,Della M. Hughes,
A5062221486,Jasmine Temple,Jasmine Temple,
A5063017416,Michael Walden,M.P. Walden; Michael Walden; M. Walden,
A5063792719,Benjamin Hancock,Benjamin R. Hancock; Benjamin Hancock,
A5064040745,Roberto S. Salva,Roberto S. Salva,https://orcid.org/0000-0001-6106-1382
A5064403574,David M. Santucci,David M. Santucci; David Santucci,
A5064868290,Krzysztof W. Pankiewicz,Krzysztof W. Pankiewicz; K. W. Pankiewicz,
A5066052869,Sybil T. Lockhart,Sybil T. Lockhart,
A5066307346,Leslie A. McArthur,Leslie A. McArthur,
A5066713919,Brian Fair,Brian James Fair; Brian Fair,
A5066768564,Dorothy Shamonsky,Dorothy Shamonsky; Dorothy J. Shamonsky,https://orcid.org/0000-0003-0854-4849
A5067097465,Brit Rohnes,Brit Rohnes; B. Rohnes,
A5067109028,C E Fricks,Carl Fricks; C E Fricks,
A5067971598,Brandie J. Kovaleski,Brandie J. Kovaleski; Brandie Kovaleski,
A5068009331,Peter Fisher Epstein,Peter Fisher Epstein,https://orcid.org/0000-0003-1553-0795
A5068097492,Eliane Tschaen Barbieri,Eliane Tschaen Barbieri,
A5068774597,Louis J. Riceberg,L J Riceberg; Louis J. Riceberg,
A5070116234,Olivia S. Leland,Olivia S. Leland; Olivia Leland,https://orcid.org/0009-0007-2632-9647
A5070138063,Jonah Price,J. Newell Price; J. Price; Jonah Price,
A5070231509,Olena Bagno,Olena Bagno,
A5070553412,Wanbing Zhang,Wanbing Zhang,
A5071647784,Daniel T. N. Chen,Daniel T. N. Chen; Daniel T.‐N. Chen,
A5071781845,Faith I. T. Ferguson,Faith Ferguson; Faith I. T. Ferguson; Faith I. Ferguson,
A5072810275,Sarah J. Serbun,Sarah J. Serbun,
A5073671532,Kenneth R. Leslie,Kenneth R. Leslie,
A5074156661,Ryan M. O’Leary,Ryan M. O'Leary; Ryan M. O’Leary,https://orcid.org/0000-0003-1042-0466
A5074902460,Sally E. Hager,Sally E. Hager,
A5074932642,Krisztian Gado,Krisztian Gado,
A5075379813,F Fitzgerald,F Fitzgerald; Françis A. J. Fitz‐Gerald,
A5078588619,Jan‐Philipp Spies,Jan‐Philipp Spies,
A5079324274,Kacy Ninteau,Kacy Ninteau,https://orcid.org/0000-0002-4687-223X
A5079743633,Emi T. Kullberg,Emi Kullberg; Emi T. Kullberg,
A5080087994,Y. Yao,Y. Yao,
A5080298333,J. R. Carter,J. R. Carter,
A5080685275,Adam DeCosta,Adam DeCosta,https://orcid.org/0000-0003-2652-8367
A5082654341,Esther Ryvkina,E. Ryvkina; Esther Ryvkina; E RYVKINA,
A5082938707,Jamie Kugler,Jamie Kugler; J. L. Kugler,
A5083200365,Leah Shapiro,Leah Shapiro; L. М. Shapiro,
A5083270703,K. O'connor,K. O'connor,
A5083418777,S. Xie,S. Xie,
A5084677515,Rachel S. Madsen,Rachel S. Madsen,
A5084939222,S. Altman,S. Altman; Senators Altman,
A5085707553,William B. Dahl,W. Dahl; William B. Dahl; William Dahl,https://orcid.org/0000-0001-9918-5938
A5086085091,Taro Tanimoto,T. Tanimoto; Taro Tanimoto,
A5086170981,Michael A. Sennett,Michael A. Sennett,https://orcid.org/0000-0001-5660-4231
A5086171695,Kristen M. Turpin,Kristen M. Turpin; Kristen Meylor Turpin,https://orcid.org/0000-0002-2707-4830
A5086703496,Cassandra N. Berman,Cassandra Nicole Berman; Cassandra N. Berman,
A5090327158,Alex Luu,Alex Luu,
A5090496827,Avinaash Subramaniam,Avinaash Subramaniam,https://orcid.org/0000-0003-1670-7054
A5091248090,Amanda Ames,Amanda Ames,https://orcid.org/0000-0001-7105-6210
A5091641133,Phoebe Kazdin Schnitzer,Phoebe Kazdin Schnitzer,
A5091804808,Joseph D. Berman,Joseph David Berman; Joseph D. Berman; Joseph Berman,
A5093265366,Ioannis Valoumas,Ioannis Valoumas,
A5093868477,Jack Garbus,Jack Garbus,https://orcid.org/0009-0004-5494-0038
A5094440139,Do Babies,Do Babies,
A5094634307,Gianfranco Facco,Gianfranco Facco,
A5094634308,Bonetti Honorable,Bonetti Honorable,
A5101608530,Sheena Thomas,S.M. Thomas; Sheena Thomas,https://orcid.org/0000-0001-8434-545X
A5102184407,Matt Newman,Matt Newman,
A5102266709,Nicholas K. Clark,Nicholas K. Clark,
A5102908721,Ella Tuson,Ella Tuson,https://orcid.org/0000-0002-4297-6322
A5102936785,Thomas A. Hansen,Thomas A. Hansen; T. Hansen; Thomas Hansen,https://orcid.org/0000-0002-7950-8039
A5103064501,Daniel H. Zhou,Daniel H. Zhou; Daniel Zhou,https://orcid.org/0009-0008-7555-7918
A5103608895,L. Bianchini,L. Bianchini,
A5103754415,M. Germán Díaz,MM Diaz; M. Germán Díaz; M.G. Díaz,
A5104355649,Philip A. St. John,P Amara John; Philip A. St. John; P.A. John,
A5105272153,N. Skvorodnev,N. Skvorodnev,
A5105504117,D. Pomeroy,D. Pomeroy,
A5105539852,K. O'Connor,K. O'Connor,
A5105705604,K. O’Connor,K. O’Connor,
A5105707844,Andrew Sawyer,Andrew J. Sawyer; Andrew Sawyer,
A5105782516,K. Zengel,K. Zengel,
A5105868385,N. Miladinovic,N. Miladinovic,
A5105933428,M. Kirk,M. Kirk,
A5106023526,Julie Schmidt,Julie Schmidt; Julie A. Schmidt,
A5106224298,L. Spencer,Lia Spencer; L. Spencer; L J Spencer,https://orcid.org/0009-0001-4991-7376
A5106266752,Giovanni Motta,Giovanni Motta; G E Motta,
A5106725871,N. Miladinovic,N. Miladinovic,
A5106941871,Zilin Luo,Zilin Luo,
A5107063634,Verena Herget,Verena Herget,
A5107884066,P. Zhang,P. Zhang,
A5107900976,Z. M. Schillaci,Z. M. Schillaci,
A5107909908,Z. M. Schillaci,Z. M. Schillaci,
A5107942113,P.A. Erland,P.A. Erland,
A5108093603,S. Gozpinar,S. Gozpinar,
A5108247442,Leandro Lombardi,L. Lombardi; Leandro Lombardi,
A5108432943,Wai-Ying Leung,W.‐Y. Leung; Wai‐Ying Leung,
A5108863348,Saptorshi Ghosh,Saptorshi Ghosh,https://orcid.org/0009-0007-4389-6651
A5109134842,G. DeZorzi,G. Dezorzi,
A5109637478,Sophia Reiss,S. Reiss; Sophia Reiss,
A5109968641,Dagmar Ringe,Dagmar Ringe; D Ringe,
A5110155734,James V. Weber,James V. Weber,
A5110200798,N. Skvorodnev,N. Skvorodnev,
A5110210376,F. Kayumov,F. Kayumov,
A5110273614,Barry L. Adams,Barry L. Adams,
A5110278574,Gung‐Wei Chirn,Gung‐Wei Chirn,
A5110428317,L. Kirsch,L. Kirsch,
A5110725099,E. J. Hajic,Eva Hajič; E. J. Hajic,
A5110952410,Alexander Kaye,Alexander Kaye,
A5111010062,H. Chen,H. Chen,
A5111556000,Tzyy-Chyau Liang,Tzyy‐Chyau Liang,
A5111704699,R Abrahams,R Abrahams; Ronald H. Abrahams,
A5111821821,Juanhui Xie,Juanhui Xie; J. Xie,
A5112066254,P. Abraham,Preethi Susan Abraham; P. Abraham,
A5112110890,Yang Wei,Yang Wei,
A5112131467,Y.M. Abbas,Y.M. Abbas,
A5112408398,B. D. SONG,B. D. SONG; Bo‐Kyoung Song,
A5113469866,B. Bablouzian,B. Bablouzian; Barkev Bablouzian,
A5113486030,L. Kirsch,L. Kirsch,
A5113494712,F. B. HASAN,F.B. Hasan; F. B. HASAN,
A5113518002,Faith L. Smith,Faith L. Smith,
A5114011065,James Duffy,James Duffy; James P. Duffy,
A5114215026,Tan Gao,Tan Gao,
A5000193821,Cori M. Kautz,Cori M. Kautz,
A5000341718,Vladimir V. Feschenko,V V Feschenko; Vladimir V. Feschenko,
A5001574354,Jing Huang,J. Sonia Huang; Jing Huang,https://orcid.org/0000-0003-3397-4891
A5001640532,Alva D. Dillon,Alva Dillon; Alva D. Dillon,https://orcid.org/0000-0001-5259-2392
A5001664246,Sylvan S. Schweber,S. S. Schweber; Sylvan S. Schweber,
A5001698949,Sarvesh Uplap,Sarvesh Uplap,https://orcid.org/0009-0008-2304-5064
A5001932164,Janice Velos,Janice Velos,
A5002273326,M. NITAY,Miriam Nitay; M. Nitay,
A5002375395,Jennifer J. Wicks,Jennifer J. Wicks,https://orcid.org/0000-0003-0887-8611
A5002546702,Andrew W. Holowinsky,Andrew Holowinsky; Andrew W. Holowinsky,
A5002890103,Mingxin Ding,Mingxin Ding,https://orcid.org/0000-0002-4296-5033
A5003298990,Grace Tien,Grace Tien,https://orcid.org/0000-0002-5381-4871
A5003651989,Neil Friedman,N B FRIEDMAN; Neil Friedman,
A5003919766,S. Cho,S. Cho,
A5004356682,Antonio Pereira,A. B. Pereira; Antonio Pereira,
A5004811966,My Le,My Le,
A5005070191,Maria R. Palacios,Maria R. Palacios,
A5005266638,J. A. Pirog,J. A. Pirog,
A5005382728,Chris Hoefler,C. Hoefler; Chris Hoefler,
A5005516613,José L. Agosto Rivera,Jose Rivera; José Rivera; José L. Agosto Rivera,
A5005867687,N. Brawn,N. M. BRAWN; N. Brawn; N.M. Brawn,
A5007295393,Jean-Louis Romanet Perroux,Jean‐Louis Romanet Perroux,
A5007917791,George Van Kollias,G. Van Kollias; George Van Kollias,https://orcid.org/0000-0002-5538-9469
A5009866159,Mayumi Shibuya,Mayumi Shibuya,
A5010366984,Martha A. Erickson,M.A. Erickson; Martha A. Erickson,
A5010792631,Madalina Georgescu,Madalina Georgescu,
A5011016441,Rebecca Herrington,Rebecca Herrington,
A5011636540,Cortney Evans,Cortney Evans,
A5011905227,Megan Pamela Ruth Madison,Megan Pamela Ruth Madison; Megan Madison,https://orcid.org/0000-0002-9493-5303
A5013374311,J. Moulai,Javad Moulai; J. Moulai,
A5013478367,Alexandria Vasquez,Alexandria Vasquez,
A5013915214,R. Studley,R. Studley,
A5013944706,Danna M. Zeiger,Danna M. Zeiger,
A5014404839,Stanley Tam,Stanley Tam; S. Tam; S S Tam,
A5014605967,Irina E. Vainberg,I E Vainberg; Irina E. Vainberg,
A5014836745,K. Hara,K. Hara,
A5015698210,Jacqueline L. Naffin-Olivos,Jacqueline L. Naffin‐Olivos,https://orcid.org/0000-0002-3356-2419
A5016018525,Samuel B. Greene,Samuel B. Greene,https://orcid.org/0009-0003-2506-9012
A5016232586,Vicki L. Wolff-Long,V.L. Wolff‐Long; Vicki L. Wolff‐Long; Vicki Wolff‐Long,
A5016613217,Sonia N. Steinberg,Sonia N. Steinberg; Sonia Steinberg,
A5016689852,Julie Yiu,Julie Yiu,
A5017220775,Amy Booxbaum,Amy Booxbaum,
A5017529685,Meisui Liu,Meisui Liu,
A5017871280,Kimberly H. O'Donnell,K H O'Donnell; Kimberly H. O'Donnell,
A5017913396,Emily Jane Stadnicki,Emily J. Stadnicki; Emily Jane Stadnicki,https://orcid.org/0009-0000-5280-6047
A5018229953,Chandra L. Murphy,Chandra L. Murphy; Chandra Murphy,
A5018889976,Andrea G. Brear,Andrea G. Brear,
A5019037108,Lilly Ostrovsky,Lilly Ostrovsky,
A5019138245,Mingxi M. Song,Mingxi Max Song; Mingxi M. Song,
A5019310249,Raymond Albert,Albert Raymond; Raymond Albert,
A5019776847,Patrick Brown,P. A. R. Brown; Patrick Brown,
A5020309855,Juliet Gryspeerdt,Juliet Gryspeerdt,
A5020721307,Stephen J. Gendzier,S. J. GENDZIER; Stephen J. Gendzier,
A5020734922,Bob E. Stout,Bob E. Stout; Bob Stout,
A5020955384,Victoria Sorrentino,Victoria Sorrentino; Victoria A Sorrentino,https://orcid.org/0000-0002-7967-6040
A5021885897,Matthew Beverly,Matthew Beverly,
A5022745384,Siobhan Gartland,S Gartland; Siobhan Gartland,https://orcid.org/0000-0002-3653-6961
A5023331627,Geraldine R. Keith,Geraldine R. Keith; Geraldine Keith,
A5023580607,Kelly Flavahan,Kelly Flavahan,
A5023677131,Jennifer X. Li,Jennifer X. Li,
A5023755324,Kate B. Fitzpatrick,Kate B. Fitzpatrick; Kate Fitzpatrick,https://orcid.org/0009-0002-4389-1969
A5023855712,ANTOINETTE SCHOAR,ANTOINETTE SCHOAR,
A5024411893,Joseph F. Gerstein,Joseph F. Gerstein; J Gerstein,
A5024462012,Alejandra Gonzalez,A. Gonzalez; Alejandra Gonzalez,https://orcid.org/0000-0001-6483-5005
A5024988295,Y. Cheng,Y. Cheng,
A5025512132,Mark A. Bourjaily,Mark A. Bourjaily; Mark Bourjaily,
A5028379392,Cori Posner,Cori Posner,https://orcid.org/0000-0002-8577-8406
A5029330368,Alexander C. Mitchell,Alexander C. Mitchell,
A5029414041,T.R. Cass,T.R. Cass,
A5029706595,Allison Stagg,Allison Stagg,
A5029726019,G. M. Carrow,G. M. Carrow; GM Carrow,
A5030187040,Eve Saucier,Eve Saucier,
A5030336191,Claire A. Symanski,Claire A. Symanski,
A5030542337,Bjorn Levi Gunnarsson,Bjorn Levi Gunnarsson,
A5030631561,S. E. Corrette,S. E. Corrette; S Corrette,
A5030929458,Elizabeth M. Slayter,Elizabeth M. Slayter; Elizabeth Maclean Slayter,
A5030989932,Joseph Desomogyi,Joseph Desomogyi,
A5031016566,Rachel Fish,R. C. Fish; Rachel Fish,
A5033652246,Christian D. Swinehart,C SWINEHART; Christian D. Swinehart,
A5034859636,Thomas G. McCauley,Thomas McCauley; Thomas G. McCauley,
A5035057247,Diane Martell,Diane R. Martell; Diane Martell,
A5035728485,Jordyn L Cowan,J. Cowan; John Cowan; Jordyn L Cowan; J. E. Cowan,
A5037633240,Ira Gerstein,Ira Gerstein; Gerstein Ira,
A5038193974,Lynn Schlesinger,L. SCHLESINGER; Lynn Schlesinger,
A5038859361,Danny Daniel Mollericona Alfaro,Danny Daniel Mollericona Alfaro Brandeis; Danny Daniel Mollericona Alfaro,https://orcid.org/0000-0002-9926-9872
A5038885086,Randall S. Geller,Randall S. Geller,
A5038933592,Theodore L. Shay,Theodore L. Shay; Theodore Shay,
A5039249612,Margarete Wells,M. Wells; Margarete Wells,
A5040398217,R. William Lusenhop,R. William Lusenhop,
A5040468655,F. William Abbate,F. W. Abbate; F. William Abbate,
A5040756786,M.J. Feldman,Matthew Feldman; M. Feldman; M.J. Feldman,
A5040794988,H. K. Peterson,H. Kenneth Peterson; H. K. Peterson,
A5040828027,Jason Lappé,J LAPPE; J. T. Lappe; Jason Lappé,
A5041381597,Eva Marie Stahl,Eva Ståhl; Eva Marie Stahl; E Ståhl,
A5041831360,Neil J. Ritter,Neil J. Ritter,
A5042480925,Martha R. Bethell,Martha R. Bethell; M R Bethell,
A5042491901,Carly C. KleinStern,Carly C. KleinStern; C. C. Kleinstern,
A5042533733,Jill Tetreault,Jill Tetreault; J.C. Tetreault,
A5042755550,Mark Hutchens,Mark Hutchens,
A5042781820,Jeremy Krell,Jeremy Krell; J Krell,
A5043145177,Karola Wolff,Karola Wolff; K. H. Wolff,
A5044041836,James A. Wareing,JAMES WAREING; J. A. WAREING; James A. Wareing,
A5044790345,Zhou Zhiqi,Zhiqi Zhou; Zhou Zhiqi,
A5044807973,Lakshmi Venkataraman,Lakshmi Venkataraman,
A5045004273,Ora S. Rogovin,Ora Rogovin; O. Rogovin; Ora S. Rogovin,https://orcid.org/0000-0001-8423-2332
A5045069288,Susan L. Stoops,Susan L. Stoops,
A5045859267,Chansik Kim,C. Kim; Chansik Kim,https://orcid.org/0000-0002-0043-0276
A5046575846,Ryan T. Cullinane,Ryan T. Cullinane,
A5047531181,M. H. Zaidi,M. H. Zaidi,
A5047796116,W.C. Phillips,W.C. Phillips,
A5048500293,Laura Borriero,Laura Borriero; L Borriero,
A5049085605,Jane Y. Kiselgof,Jane Y. Kiselgof; J. Y. KISELGOF,
A5049201940,Jui-Jen Wang,Jui‐Jen Wang,
A5050079979,Laurie Chen,L. Chen; Laurie Chen,
A5050271381,Mason J. Towne,Mason J. Towne,
A5051660785,Davia Schioppo,Davia Schioppo; Davia A. Schioppo,https://orcid.org/0000-0003-1828-3611
A5052258533,Erin L. Devine,Erin L. Devine,
A5052401115,D.L. Kellenberger,Daniel L. Kellenberger; D.L. Kellenberger,
A5052888498,Melissa Chesarone-Cataldo,Melissa Chesarone‐Cataldo,
A5053349249,Anna Kazatskaya,Anna Kazatskaya,
A5053821470,D Wang,D Wang,
A5055125764,Chi-Yu Hu,Chi‐Yu Hu; C. Hu; C. ‐K. Hu,
A5055420902,Douglas L. Hink,Douglas L. Hink; D. L. HINK,
A5056204696,Kenroy G. Granville,K. Granville; Kenroy G. Granville; Kenroy Granville,
A5057310541,Russell W. Hereford,R W Hereford; Russell Hereford; Russell W. Hereford,
A5057519595,Susan Feinman Houghton,Susan Houghton; S Houghton; Susan Feinman Houghton; Susan F. Houghton,
A5057684119,Morton L. Barr,Morton L. Barr,
A5058199452,B. Ronish,B. Ronish; Bonnie Ronish,
A5058249073,Lydia Cox,Lydia Cox,
A5058720156,Salma Mohammed,Salma Mohammed; S Mohammed; Salma Obaid Mohammed,
A5058790121,MT Barros,MT Barros; M A F Barros,
A5058956084,S. Haas,S. Haas,
A5058989922,Brya Gross,Brya Gross; B. Gross,
A5059060022,Melanie J. Kingsley,Melanie J. Kingsley,
A5059101565,Ricky Baggio,Ricky Baggio; R. F. Baggio; R. BAGGIO,
A5059332804,Sivan Rajuan Shtang,S. Rajuan Shtang; Sivan Rajuan Shtang,https://orcid.org/0000-0001-6819-6909
A5059351100,Zechuan Zhao,Zechuan Zhao,
A5059663718,David G. Wedaman,David Wedaman; David G. Wedaman,
A5059746125,Maria C. Genco,Maria Genco; Maria C. Genco,
A5060648895,J. Deerinck Thomas,Joseph Thomas; J. Deerinck Thomas,
A5060778440,Emily Reber,E Reber; Emily Reber,
A5061100889,Jacob D. Mardovin,Jacob D. Mardovin,
A5061126652,Kim R. Thorup,Kim R. Thorup,
A5061161756,Jayaseetha Rau,Jayaseetha Rau,
A5061628081,Christopher L. Nagle,C. NAGLE; Christopher Nagle; Christopher L. Nagle,
A5062723372,Natasa Kravchenko,N. Kravchenko; N. I. Kravchenko; Natasa Kravchenko,
A5063205501,Kung-Yue Wu,Kung‐Yue Wu; K. K. Wu,
A5063522784,Thomas Cottle,T Cottle; Thomas Cottle,https://orcid.org/0000-0002-3640-3894
A5063708233,Goldburn P. Maynard,Goldburn P. Maynard,
A5064121012,Kristina Galatsis,Kristina Galatsis,
A5064613968,Claire Martel,Claire Martel,
A5064752759,Attapol Thamrongrattanarit,Attapol Thamrongrattanarit,
A5064931782,S. M. Zucker,Sam Zucker; S. M. Zucker,
A5065413821,Kerri L. Rossi,Kerri L. Rossi,
A5066067318,Robin A. Akerstrom,Robin A. Akerstrom,
A5066283017,Alexander J. Kinney,Alexander Kinney; Alexander J. Kinney,https://orcid.org/0000-0003-2446-3133
A5066931585,Cheri A. Quickley,Cheri A. Quickley; C. A. QUICKLEY,
A5067450743,Sophia Adame,Sophia Adame,
A5067537302,Josh Introne,J.E. Introne; Josh Introne,
A5067550720,Asaf Reich,Asaf Reich,
A5068201111,Patricia Raney,Patricia Raney; P. Raney,
A5069479782,E. Briefel,Ellen Briefel; E. Briefel,
A5069852411,Joshua W. Fost,Joshua W. Fost; Joshua Fost,
A5069863599,Rosalie E. Katchen,Rosalie Katchen; Rosalie E. Katchen,
A5070075713,Erika Bodenheimer,Erika. Bodenheimer,
A5070090117,Harith Hasan Al­‐Qarawee,Harith Hasan Al‐Qarawee; Harith Hasan Al­‐Qarawee,
A5070643306,Candi Ramos,Candi Ramos,
A5071115421,Gayun Chan,Gayun Chan,
A5071346171,Serena David,Serena David; Serena S. David; S David,https://orcid.org/0000-0003-3175-326X
A5071398710,S. Ilan Troen,S. Ilan Troen,
A5071778520,Paul Hamrick,Paul Albert Hamrick; Paul Hamrick,
A5071792476,Zita Dixon,Zita Dixon,https://orcid.org/0000-0003-3145-9597
A5072442818,Marie Adams,Marie Elizabeth Adams; Marie Adams,
A5072954882,Alison Angell,Alison Angell,
A5073016614,Kathleen Dennehy,Kathleen Dennehy; Kathleen M. Dennehy,
A5075072389,Harry James Wignall,Harry James Wignall; Harry J. Wignall,
A5075347626,Karen R. Tyo,Karen R. Tyo; Karen Richards Tyo,
A5075454180,Kendall Harsch,Kendall Harsch,
A5075511115,Samantha Leonard,Samantha Leonard,https://orcid.org/0000-0002-3983-4470
A5075536405,J. R. Lackner,JR Lackner; J. R. Lackner,
A5075539071,Thomas Li,T. J. Li; Thomas Li,
A5076691972,Kathleen C. Maigler,Kathleen C. Maigler; Kathleen Maigler,https://orcid.org/0000-0001-8972-1178
A5076988440,Ruocong Tang,Ruocong Tang; Ruo‐Cong Tang,https://orcid.org/0000-0003-4848-4107
A5077402891,J. Chen,J. Chen,
