id,display_name,display_name_alternatives,orcid
A5081889013,Leonard Muellner,L. C. Muellner; Leonard Charles Muellner; Leonard Muellner,https://orcid.org/0000-0001-8311-0317
A5086159798,Michael Spivak,Michael Spivak; Michael David Spivak,
A5102292354,Douglas Stewart,Douglas Stewart; D. Stewart; Douglas J. Stewart,
A5107876336,S. Dhaliwal,S. Dhaliwal,
A5109136422,M. Joshi,M. Joshi; Man‐ Dar Joshi,
A5110490174,J. R. Bensinger,J. R. Bensinger,
A5112408645,M. Cohn,Mary Cohn; M. Cohn,
A5112850728,M. Boxer,M.G.J. Boxer; M. G. J Boxer; Mathew Boxer; M. Boxer,
A5015305237,Blake Porter,Blake Porter; Blake S. Porter,https://orcid.org/0000-0003-1278-0289
A5037214069,Joel Streicker,Joel Streicker,
A5038456547,Shibin Chacko,Shibin Chacko,https://orcid.org/0000-0001-8906-7049
A5045924168,Linnea Lemma,Linnea M. Lemma; Linnea Lemma; L. Lemma,https://orcid.org/0000-0001-8482-4573
A5047946446,Hollie Markland Harder,Hollie Markland Harder; Hollie Harder,
A5060834009,Wyatt C. Jones,W C Jones; Wyatt C. Jones; W. Coleman Jones; W Jones,
A5062696112,Laarni T. Bulan,Laarni Bulan; Laarni T. Bulan,
A5066992209,Tim Baldwin,T. Baldwin; Tim Baldwin,
A5072106624,Justin D. Shin,Justin D. Shin,https://orcid.org/0000-0002-7959-7772
A5077805615,T. Matsusaka,Teruhisa Matsusaka; T. Matsusaka,
A5090306381,Joseph Silcox,Joseph Silcox; Joseph W. Silcox,
A5103592381,Simon Slutsky,Simon Slutsky; Simon S. Slutsky,
A5103634607,Yoshiro Furukawa,Yoshiro Furukawa,
A5103736294,Kevin Clark,K Clark; Kevin Clark,https://orcid.org/0000-0001-6660-0736
A5107891887,C-Q. Li,C‐Q. Li; C. Li,
A5110863062,Michael Atkins,Michele Atkins; Michael Atkins; Maria Cecilia Atkins; Michael A. Atkins; M. Atkins,
A5001794965,J.M. Seddon,J. M. Seddon; Jackie Seddon; J SEDDON; J. Seddon,https://orcid.org/0009-0007-2372-8634
A5008344561,Joan Dassin,Joan Dassin; Joan R. Dassin,https://orcid.org/0000-0002-2280-6879
A5010710076,Marc Goulden,M. Goulden; Marc Goulden,
A5030310870,Sally J. Warner,SJ Warner; Sally Warner; Sally J. Warner; S. J. Warner; Sally Jane Warner,https://orcid.org/0000-0001-7014-9634
A5038194411,Jingxuan Tu,Jing‐Xuan TU; Jingxuan Tu,
A5041129829,Richard H. Lansing,Richard Lansing; Richard H. Lansing,
A5043285159,Miriam Heyman,M. Heyman; Miriam Heyman; M. B. Heyman,
A5046050796,Miriam Peskowitz,Miriam Peskowitz; Miriam B. Peskowitz; M. B. Peskowitz; M. Peskowitz,
A5067517903,Ricardo B. Morant,R. B. Morant; Ricardo B. Morant,
A5069968327,Matthias Schlichting,Matthias Schlichting,https://orcid.org/0000-0002-0822-0265
A5071980613,Logan C. Lorson,Logan Lorson; Logan C. Lorson,
A5074056190,J. Alejandro D’Aquino,José D'Aquino; J. Alejandro D’Aquino; José A D'Aquino; J.A. D'Aquino; J. Alejandro D'Aquino,
A5077397465,Kate Koles,K. Koles; Kate Koles,https://orcid.org/0000-0002-8992-057X
A5082234176,Tyler Maunu,Tyler Maunu,https://orcid.org/0000-0001-9747-4461
A5085085286,Gönen Memişoğlu,Gönen Memişoğlu; Gonen Memisoglu,https://orcid.org/0000-0002-2901-3150
A5085653330,Steven J. Del Signore,Steven J. Del Signore,https://orcid.org/0000-0001-6007-9732
A5101473577,Yu-Fang Jin,Y Jin; Yu‐Fang Jin,
A5109393618,Maurice R. Stein,Maurice Stein; Maurice R. Stein; Maurice Robert Stein,
A5112793891,Robert Morris,Robert Morris,
A5113534001,Shira Fishman,Shira Fishman; S. G. Fishman; Shira G. Fishman,
A5000038583,Cijil Raju,Cijil Raju; C.V. Raju; C. Nagu Raju,https://orcid.org/0000-0002-8416-9764
A5001028039,Anton V Ryzhov,Anton Vladimirovich Ryzhov; Anton V. Ryzhov; A. V. Ryzhov; А. В. Рыжов; Anton Ryzhov,
A5010113178,Isu Cho,Isu Cho,https://orcid.org/0000-0003-2270-3068
A5018711453,Gail K. Strickler,Gail Strickler; Gail K. Strickler; G. Strickler,https://orcid.org/0000-0002-8432-8964
A5019144082,Jerome Wodinsky,J. Wodinsky; Jerome. Wodinsky,
A5019817855,Abuzar Mahmood,A Mahmood; Abuzar Mahmood,https://orcid.org/0000-0002-2448-4818
A5021870501,Chloé Greppi,C. Greppi; Chloe Greppi; Chloe C. Greppi; Chloé Greppi,https://orcid.org/0000-0001-5827-3448
A5026571643,Luděk Jirousek,Luděk Jirousek; Ludek Jirousek; L. Jirousek,
A5028095713,Ziva R. Hassenfeld,Ziva Reimer Hassenfeld; Ziva Hassenfeld; Ziva R. Hassenfeld,https://orcid.org/0000-0002-3069-9962
A5038163102,Michael Doonan,M Doonan; Michael Doonan; Michael T. Doonan,
A5038628986,Benjamin Shiller,Benjamin Shiller; Benjamin Reed Shiller; Ben Shiller; Benjamin R. Shiller,https://orcid.org/0000-0001-9021-1669
A5045936308,Alexandra Ratzlaff,Alexandra L. Ratzlaff; Alexandra Louise Ratzlaff; Alexandra Ratzlaff,https://orcid.org/0000-0003-2154-6646
A5050138432,Daniel Terris,Daniel Terris,
A5053649009,Srinivas Gorur-Shandilya,S. Gorur‐Shandilya; Srinivas Gorur‐Shandilya; Srinivas Gorur Shandilya,https://orcid.org/0000-0002-7429-457X
A5057902861,Martin Sasieta,Martin Sasieta; M. Sasieta,https://orcid.org/0000-0003-1056-6000
A5064690065,Xihuimin Dai,Xihuimin Dai,https://orcid.org/0000-0001-7532-9204
A5078563913,John P. Berezney,John Berezney; John P. Berezney,https://orcid.org/0000-0002-2768-1868
A5081545360,Maggie Huff‐Rousselle,M. Huff‐Rousselle; Maggie Huff‐Rousselle,
A5082922408,Alain Goldschläger,Alain Goldschläger; A. Goldschläger; Alain Goldschlager,
A5083759928,L. Kirsch,L. Kirsch,
A5087258236,Mary Brolin,Mary F. Brolin; Mary Brolin; M. Brolin,https://orcid.org/0000-0002-0286-4860
A5100353646,Hao Chen,Hao Chen; Chen Hao,https://orcid.org/0000-0003-2379-1848
A5107907420,S. V. Zeißner,S. V. Zeißner,
A5001395865,Elizabeth Glaser,Elizabeth L Glaser; Elizabeth Glaser; E. Glaser,https://orcid.org/0000-0002-1918-057X
A5006746350,Chloe Morse-Harding,Chloe Morse‐Harding,
A5022035337,S. Kotov,S. Kotov,
A5030184302,Aliyyah I. Abdur-Rahman,Aliyyah I. Abdur‐Rahman; Aliyyah Abdur‐Rahman,
A5035917082,Nathan Maugel,Nathan Maugel; N. Maugel,
A5039753903,K. Melchor Quick Hall,K HALL; Kia M. Q. Hall; K. Melchor Quick Hall,https://orcid.org/0000-0001-9175-020X
A5047458725,Murray Sachs,Murray Sachs; M. Douglas Sachs,
A5048829774,Jane Ebert,Jane Ebert; Jane Ej Ebert; Jane E. J. Ebert; Jane E.J Ebert,https://orcid.org/0000-0002-0608-8387
A5052599108,Andrzej Stanisław Cieplak,Andrzej Stanislaw Cieplak; A. S. CIEPLAK; Andrzej Stanisław Cieplak; A. CIEPLAK; Andrzej S. Cieplak; Andrzej Cieplak,https://orcid.org/0000-0001-5385-8332
A5058015525,Jose A Suaya,Jose Suaya; J.A. Suaya; José A. Suaya; Jose A. Suaya; Jose Antonio Suaya; Jose A. Suaya,https://orcid.org/0000-0002-3616-3528
A5058220797,Ashish K. Maurya,Ashish Maurya; Ashish K. Maurya; Ashish Kumar Maurya; A. Maurya,https://orcid.org/0000-0003-1197-2270
A5061948797,Nonna A. Otmakhova,N. A. Otmakhova; Nonna Otmakhova; Nonna A. Otmakhova,
A5070247111,Dariusz Przybylski,Dariusz Przybylski; Przybylski Dariusz; D. Przybylski,
A5070884352,Djordje Radicevic,Djordje Radicevic,
A5078795103,Frank Sangiorgi,Frank Sangiorgi; F Sangiorgi; Frank O. Sangiorgi; F O Sangiorgi,
A5087097155,Yang Sun,Yang Sun; Y. P. Sun; Y. Sun,https://orcid.org/0000-0003-0603-4212
A5091603878,D. Dagenhart,D. Dagenhart,
A5111509340,Shimon Klein,Shimon Klein,
A5111609060,Adelajda Zorba,A. Zorba; Adelajda Zorba,
A5113617151,Phuc Nguyen,Phuc Hoang Nguyen; Phuc Nguyen; P. H. Nguyen; Phuc H. Nguyen,
A5000996249,Mercedes B. Villalonga,M Blasco de Villalonga; Mercedes B. Villalonga; Mercedes Villalonga,https://orcid.org/0000-0001-8804-7951
A5002632982,Z. BERNSTEIN,Zmira Bernstein; Z. Bernstein; Zmira W. Bernstein; Z. W. BERNSTEIN,
A5006925296,Bjarne Rasmussen,Bjarne Rasmussen; Bjarne F. Rasmussen; B. Rasmussen,
A5013163923,Danielle Gianferante,Danielle Gianferante; D. Gianferante,
A5016498210,Julia R. Kardon,Julia R. Kardon; J.R. Kardon; Julia Kardon,https://orcid.org/0000-0002-6621-4461
A5017858907,Harleen Singh,H. Vokendro Singh; Harleen Singh,
A5020109038,Joshua Kulp,Joshua Kulp,
A5020749055,Bhoomija Ranjan,Bhoomija Ranjan; B. S. C. Ranjan,https://orcid.org/0000-0002-3814-9033
A5021353176,Adan Effio,Adan Effio; A. A. Effio; A. Effio,
A5027625273,Jennifer LaFleur,Jennifer Lafleur; J LaFleur; Jennifer C. LaFleur,https://orcid.org/0000-0001-5313-0157
A5028628443,Moaven Razavi,Moaven Razavi; M Razavi,https://orcid.org/0000-0002-6082-6897
A5031444710,Claudia M. Fafard,Claudia M. Fafard,
A5035988035,Bohan Jiang,Bohan Jiang; Bo‐han JIANG,
A5039081877,Ann Ward,Ann Ward; A. M. Ward; A. Marcus Ward,
A5039898139,Lynn Kaye,Lynn Kaye,https://orcid.org/0000-0002-9654-3231
A5041051948,Norman N. Goroff,Norman Goroff; Norman N. Goroff,
A5043388637,Dalia Wassner,Dalia Wassner,https://orcid.org/0000-0002-8735-6768
A5056987111,Alan Melchior,Alan C. Melchior; Alan Melchior,
A5060547288,Alexander Hensley,A L. Hensley; Alexander Hensley; A. L. Hensley,https://orcid.org/0000-0002-9086-5395
A5066421677,Caldwell Titcomb,Caldwell Titcomb,
A5068139816,Joseph Kweku Assan,Joseph Kweku Assan; Joseph K. Assan; Joseph Assan; J Assan,
A5081602700,Laura Quinney,Laura Quinney,
A5082402693,John Wilmes,John Wilmes; John S. Wilmes,https://orcid.org/0000-0003-2278-8794
A5083327090,Noreen R. Francis,N. Francis; Noreen Francis; Noreen R. Francis; N.R. Francis,
A5103558580,C. F. Lo,C.F Lo; Chieh‐Yun Lo; C. F. Lo,
A5105707352,A. Apyan,A. Apyan,
A5107888249,L. J. Bergsten,L. J. Bergsten,
A5109483095,Brian Michael,B Michael; Brian Michael,
A5110554363,Ariela Gross,Ariela Gross,
A5111925840,Dana M. Gordon,Dana M. Gordon; D. M. GORDON,
A5001334522,Kylie A Schiloski,Kylie Schiloski; Kylie A. Schiloski,https://orcid.org/0000-0001-5697-2237
A5009901815,Gregory A. Petsko,G. Petsko; G. A. Petsko; Gregory A. Petsko,
A5015418967,Nancy McArdle,Nancy McArdle; N. McArdle,https://orcid.org/0009-0008-9220-9405
A5017630996,Shubhranshu Shekhar,Shubhranshu Shekhar,https://orcid.org/0000-0002-1864-8302
A5018723725,М. П. Иванова,М. П. Иванова; Maria Ivanova; M. P. Ivanova; M. Ivanova,https://orcid.org/0000-0003-1933-9613
A5023851146,Luke Hanlin,L. Hanlin; Luke Hanlin; Luke C. Hanlin; L.C. Hanlin,
A5033230353,Cynthia E. Cohen,Cynthia E. Cohen; Cynthia Cohen; Cynthia Eames Cohen,
A5041605161,Kyeongmin Rim,Kyeongmin Rim; 임경민; Keigh Rim,https://orcid.org/0000-0001-8688-4086
A5048187618,Darren E. Ƶinner,Darren E. Ƶinner; Darren Zinner; Darren E. Zinner,https://orcid.org/0009-0000-4564-0747
A5050923031,Wei Wen,Wen Qiang Wei; Wei Wen; Wen Wei,https://orcid.org/0000-0003-1422-856X
A5053192003,Thomas L. Ilgen,Thomas L. Ilgen; Thomas Ilgen,
A5055533931,An Huang,An Guo Huang; A.G. Huang; An Huang,https://orcid.org/0000-0002-3343-7247
A5065338211,Danielle Schwartz,Danielle B. Schwartz; D Schwartz; Danielle Schwartz; Danielle Schwartz,https://orcid.org/0000-0002-7015-9733
A5066197951,Hebatallah Naim Ali,Hebatallah A. Naim Ali; Hebatallah Naim Ali; Hebatallah Ali,https://orcid.org/0000-0002-4956-9930
A5066453312,Elizabeth Thornberry,Elizabeth Thornberry,https://orcid.org/0000-0003-3172-7926
A5071153332,R.A.P. Padua,Ricardo A. P. Pádua; Ricardo AP Pádua; Ricardo Padua; R.A. Pereira de Padua; R. A. P. Pádua; R.A.P. Padua,https://orcid.org/0000-0001-9719-3440
A5074252943,Wei-Shao Wei,Wei‐Shao Wei,https://orcid.org/0000-0001-9467-4273
A5074551744,Matthew Hoover,Matthew Amos Hoover; Matthew Hoover; Matthew A. Hoover,
A5079683386,Yavuz S. Ceylan,Yavuz Selim Ceylan; Yavuz Ceylan; Yavuz S. Ceylan,https://orcid.org/0000-0001-6257-5086
A5080351299,Jeffrey A. Lenowitz,Jeffrey Lenowitz; Jeffrey A. Lenowitz,https://orcid.org/0000-0001-8032-650X
A5085310584,Cynthia A. Tschampl,C A Tschampl; Cynthia Tschampl; Cynthia A. Tschampl,
A5085695709,Morgan Taylor,Morgan K. Taylor; Morgan Taylor,https://orcid.org/0000-0003-0628-2945
A5088511546,Raquel Magidin de Kramer,R. Kramer; Raquel Magidin De Kramer,https://orcid.org/0000-0002-4835-4815
A5107890892,M. Goblirsch-Kolb,M. Goblirsch‐Kolb,
A5107927482,K.M. Loew,K.M. Loew,
A5111586004,S. Boström,S. Boström; S‐L. Boström; S. Bostrom; S.‐L. Boström; S. Lynn Bostrom,
A5114013051,Leonard J. Andrews,Leonard J. Andrews; Leonard Andrews,
A5003126390,Mohamed Adel,Mohamed Adel; M. SahandH. Ghavami Adel; M. Adel,https://orcid.org/0000-0002-0769-2869
A5015292041,Charles Cutter,Charles H. Cutter; Charles Cutter,
A5015892846,Zhaoxi Zheng,Zhaoxi Zheng,https://orcid.org/0009-0006-3867-8409
A5026050889,Kathleen Kowitz,Kathleen Kowitz; K. Kowitz,
A5040589874,Ying L. Becker,Ying Becker; Ying L. Becker,
A5041004822,Arnold Gurin,Arnold Gurin; А. Л. Гурин,
A5048327002,Denah Lida,Denah Lida,
A5050109787,Janet T. Civian,Janet Civian; Janet T. Civian,
A5053112722,Masahiro Toiya,Masahiro Toiya,
A5055071260,Catherine Bauer,C. H. Bauer; Catherine. Bauer,
A5056604586,Willem J. Laursen,Willem Laursen; Willem J. Laursen,https://orcid.org/0000-0002-0952-317X
A5058010960,Hilda B. Gjika,Hilda Gjika; H B Gjika; Hilda B. Gjika,
A5058889215,Katherine M. Parisky,Katherine Michele Parisky; Katherine Parisky; Katherine M. Parisky,
A5060309806,T Szabo,Theresa M. Szabo; T Szabo; T. M. Szabo,
A5068381884,Grant M. Carrow,Grant M. Carrow; Grant Carrow; G. M. Carrow,
A5075729984,Hugh Pendleton,H. N. Pendleton; Hugh Nelson Pendleton; H. Pendleton; Hugh N. Pendleton; Hugh Pendleton; H. . Pendleton,
A5085662635,Vanessa Buosi,V. Buosi; Vanessa Buosi,
A5091519932,Amanda L. Tiano,Amanda Lyn Tiano; A. Tiano; Amanda Tiano; Amanda L. Tiano; A. L. Tiano,https://orcid.org/0000-0002-9902-1308
A5107921873,G. Sciolla,G. Sciolla,
A5107951243,M. Goblirsch-Kolb,M. Goblirsch‐Kolb,
A5109179416,Alex Stewart,A. Stewart; A.A. Stewart; Alex Stewart,
A5110840011,Riaz Ahmed,R. Ahmed; R. F. AHMED; Riaz Ahmed,
A5112073025,Shibani Dalal,Shibani Dalal,
A5001829128,Ian Roy,Ian Roy; I. Roy; Ian M. Roy,https://orcid.org/0000-0002-4015-5790
A5002379131,Stefan Paquay,S. Paquay; Stefan Paquay; S Stefan Paquay,https://orcid.org/0000-0003-4398-9587
A5005264630,James Rosenbloom,James P. Rosenbloom; James Rosenbloom,
A5008705165,Omkar Hegde,Omkar Hegde,https://orcid.org/0000-0002-8691-3649
A5011417805,Sophia A. Malamud,Sophia Alexandra Malamud; Sophia A. Malamud; S. A. Malamud; Sophia Malamud; Sophie A Malamud,https://orcid.org/0000-0002-1321-7685
A5012415911,Keren R. McGinity,Keren McGinity; Keren R. McGinity,https://orcid.org/0000-0002-6673-0378
A5015812361,Mildred Rein,Mildred Rein; M. Rein,
A5022084220,Abigail Walters,A N Walters; Abigail Walters; Abigail N. Walters,
A5023632928,F. Krejci,F. Krejci,
A5037081306,Weijin Xu,Weijin Xu; W. Xu; Wei‐jin Xu,https://orcid.org/0000-0003-1634-5241
A5040376126,Subhayan Chakraborty,Subhayan Chakraborty,https://orcid.org/0000-0001-8998-447X
A5042294554,Chester Palen-Michel,Chester Palen‐Michel,
A5042758874,Ane Martín Anduaga,Ane Martín‐Anduaga; Ane Martín Anduaga; Ane Martin Anduaga,https://orcid.org/0000-0003-2447-2195
A5043251619,Eóin O’Donoghue,Eóin O’Donoghue; Eóin O'Donoghue; Eoin O’Donoghue; E. G. O'Donoghue; Eoin O'Donoghue,https://orcid.org/0000-0003-1893-0137
A5051676247,Matthew A. Brookner,Matthew Brookner; Matthew A. Brookner,https://orcid.org/0000-0002-1384-4566
A5057149989,Yanyi Wu,Yanyi Wu; Yan‐Yi Wu,
A5058105889,E. Nurse,E. Nurse,
A5059851026,Carole Williams,C.J. Williams; Carole Williams,
A5072550467,Nancy L. Bowles,Nancy Bowles; N. L. Bowles; Nancy L. Bowles,
A5079704238,J. W. Skinner,Jack W. Skinner; J. Skinner; J. W. Skinner; Jack William Skinner,https://orcid.org/0000-0002-5263-385X
A5084740260,Alison Philbrook,Alison Philbrook; Alison M. Philbrook,https://orcid.org/0000-0003-3330-3086
A5087236572,Alice Kelikian,Alice A. Kelikian; Alice Kelikian; A. A. Kelikian,
A5087912904,Erin Clark,Erin Clark; Erin A. Clark; Erin Amelia Clark,https://orcid.org/0000-0002-4013-325X
A5107893805,Z. M. Schillaci,Z. M. Schillaci,
A5112781575,Fred G. Schreiber,F. G. SCHREIBER; Fred G. Schreiber; F. Schreiber,
A5004369293,Shula Mola,Shula Mola,
A5008900733,Robert O. Preyer,Robert Otto Preyer; Robert Preyer; Robert O. Preyer,
A5011000845,Ann Bookman,A Bookman; Ann Bookman,
A5014847165,Bapsi Sidhwa,Bapsi Sidhwa,
A5015373390,E. Rossi,E. Rossi,
A5016549623,Ilan Troen,Ilan Troen; I. Troen,
A5017718573,G Pagani,G Pagani; Gina M. Pagani; Gina Pagani,
A5019622579,Jonathan Shapiro Anjaria,Jonathan Shapiro Anjaria; Jonathan Anjaria,
A5020059679,Gabrielle Katz,Gabrielle Katz; G. Katz; Gabrielle R. Katz,https://orcid.org/0000-0002-9233-5654
A5021372502,Stephen P. Gulley,Stephen P. Gulley; S. Gulley; Stephen Gulley,
A5022743133,Ashley M. Geiger,Ashley M. Geiger; Ashley Geiger; A. M. Geiger,
A5025915259,Gila J. Hayim,Gila Hayim; Gila J. Hayim; G. J. Hayim,
A5028277865,E. O'Neall-Hennessey,Elizabeth O’Neall‐Hennessey; Elizabeth O'Neall‐Hennessey; E. O'Neall‐Hennessey; E O’Neall‐Hennessey,
A5028485131,Jiahua Chen,Chen Jia‐hua; Jiahua Chen; Chen Jiahua,https://orcid.org/0000-0002-7573-6333
A5034886637,J. Elzinga,Johannes Elzinga; J. Elzinga,
A5037109852,Kira Griffitt,Kira Griffitt,
A5040127923,F. Dinut,F. Dinut,
A5040983434,Alexander Kaye,Alexander Kaye; Alexander Lewis Kaye,https://orcid.org/0000-0002-7247-522X
A5058065374,Margarita Corral González,Margarita Corral Gonzalez; Margarita Corral González; Margarita Corral; Margarita Corral González,https://orcid.org/0000-0001-6073-9753
A5062781711,Yuhua Shang,Y. Shang; Yuhua Shang,
A5062880437,D. Bacciu,D. Bacciu; Deborha. Bacciu,
A5067989962,Susan H. Holcombe,Susan Higinbotham Holcombe; S. H. Holcombe; Susan H. Holcombe; Susan Holcombe,
A5069047884,Rachel G. McKane,Rachel Gayle McKane; Rachel Mckane; Rachel G. McKane,https://orcid.org/0000-0002-5295-8611
A5069872567,Aaron Moulin,Aaron G. Moulin; Aaron Moulin; A.G. Moulin; A. Moulin,
A5070077777,Janina Fenigsen,Janina Fenigsen,https://orcid.org/0000-0002-1810-8496
A5070366856,W. Johnson,William R. Johnson; W. Johnson; W. R. Johnson,
A5071373435,Robert Bohler,Robert M. Bohler; Robert Bohler,https://orcid.org/0000-0001-7974-9177
A5071510151,Layne B. Frechette,Layne Braedon Frechette; Layne B. Frechette; Layne Frechette,https://orcid.org/0000-0002-4263-6651
A5072544294,Miriam Connor,Miriam K. Connor; Miriam Connor,
A5076532761,W. R. Middlebrook,William Robert Middlebrook; W Middlebrook; W. R. Middlebrook; W. Robert Middlebrook,
A5081192647,Nadja Abovich,N. Abovich; Nadja Abovich,
A5084638036,Dennis J Smith,Dennis Smith; Dennis J. Smith,https://orcid.org/0000-0003-3319-1053
A5087161323,Eriko Atagi,Eriko Atagi,
A5087187658,George B. Cohen,George B. Cohen,
A5087254462,Brian Cary,Brian A. Cary; Brian Cary,https://orcid.org/0000-0002-1759-164X
A5088382500,Naomi Barash-Schmidt,N. Barash‐Schmidt; Naomi Barash‐Schmidt,
A5089884470,Marcus Hellyer,Marcus Hellyer,
A5102029523,Anika Kumar,Anika Kumar; A J Kumar,
A5107884058,P. Werner,P. Werner,
A5107890778,M. Goblirsch-Kolb,M. Goblirsch‐Kolb,
A5107899273,P. Saha,P. Saha,
A5108443393,WH Crown,W.H. Crown,
A5108473265,A.M. Zhabotinsky,A. M. Zhabotinsky; A. Zhabotinsky; Anatoly M. Zhabotinsky,
A5000183079,Milen Raytchev,M. Raytchev; Milen Raytchev,https://orcid.org/0009-0006-8575-331X
A5002493436,Guifu Xie,G. Xie; Gui‐Fu Xie; Xie Guifu; Guifu Xie,
A5011303182,Einat Ramon,Einat Ramon; Ramon Einat,
A5011398288,William C. Faith,William Faith; William C. Faith; William Cass Faith; W. C. FAITH; W. Faith,
A5012283780,Lingran Chen,Lingran. Chen,
A5013595526,Sarah Birkeland,Sarah Birkeland; Sarah E. Birkeland,
A5014819969,Donna L. Yee,D L Yee; Donna L. Yee; Donna Yee; D Yee,
A5017114651,Wesley T. Alford,Wesley T. Alford; Wesley Alford,
A5017837013,Hilda Kahne,Hilda Kahne,
A5018697824,Kimberly Bloom‐Feshbach,Kimberly Bloom‐Feshbach,https://orcid.org/0000-0001-8822-4911
A5027067802,James B. Klee,James B. Klee; J. B. Klee; James Butt Klee; J Klee,
A5027923142,Tong Fu,T. Fu; Fu Tong; Tong Fu,https://orcid.org/0000-0002-0596-6408
A5032199564,ChaeRan Y. Freeze,Chaeran Y. Freeze; Freeze; Chaeran Freeze,https://orcid.org/0009-0008-9188-7132
A5033711398,Ann P. Lawson,A. Lawson; Ann P. Lawson; A. P. LAWSON; Ann Lawson,
A5037405845,J Chen,J. Chen,
A5037677115,Masha M. Rosenberg,Masha M. Rosenberg; Masha Rosenberg,
A5038950484,Mahesh Neralkar,Mahesh Neralkar,
A5044281912,Leah Shafer,Leah R. Shafer; Leah Shafer,
A5045104544,Sara Ann Haddad,S.A. Haddad; Sara A. Haddad; Sara Haddad; Sara Ann Haddad,https://orcid.org/0000-0003-0807-0823
A5046024659,Shoniqua Roach,Shoniqua Roach,
A5046572752,Alice Hsiaw,Alice Hsiaw; Alice Sing‐Mei Hsiaw,https://orcid.org/0000-0001-5896-1267
A5055123607,George Alexander Kelly,George A. Kelly; George Alexander Kelly,
A5055740004,Barry L. Friedman,Barry Friedman; B.L. Friedman; Barry L. Friedman,
A5059090211,Fernando C. Colón Osorio,Fernando C. Colón Osorio; Fernando C. Colon Osorio; F.C. Colon Osorio,
A5062378201,Lisa Fishbayn Joffe,L Fishbayn; Lisa Fishbayn; Lisa Fishbayn Joffe,https://orcid.org/0000-0001-7418-4269
A5072021656,Jasmine Quynh Le,Jasmine Q. Le; Jasmine Quynh Le,https://orcid.org/0000-0003-4159-8830
A5076555215,Gwido Zlatkes,Gwido Zlatkes,
A5080635898,Jason K. Pontrello,Jason K. Pontrello; Jason Pontrello; J. Pontrello,
A5081926658,Siri Suh,Siri Suh,https://orcid.org/0000-0002-7137-4195
A5082103322,Charles Ammi Cutter,Charles Ammi Cutter; Charles Cutter; Charles A. Cutter,
A5083163862,Aishwarya Khanna,Aishwarya Khanna,https://orcid.org/0000-0002-5664-6164
A5100365594,Yifei Wang,Yi‐Fei Wang; Yifei Wang,https://orcid.org/0000-0002-8295-5534
A5101838639,Mark C. Zielinski,M. Zielinski; Mark Zielinski; Mark C. Zielinski,https://orcid.org/0000-0002-6950-6689
